time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,heading
-0.2653,-0.8543,0.3884,-0.221,340.25,219.37,307.56,17.07
-0.3168,-0.8497,0.3438,-0.2439,337.31,226.06,311.11,14.24
-0.3099,-0.8645,0.3026,-0.2549,330.68,225.51,315.24,13.56
-0.3071,-0.8475,0.3249,-0.286,326.84,227.48,310.72,13.93
-0.2904,-0.8407,0.329,-0.3172,319.97,227.89,308.29,20.84
-0.2934,-0.8348,0.3781,-0.2721,333.11,225.66,305.59,14.69
-0.2998,-0.8244,0.3716,-0.3041,327.65,228.58,304.13,18.18
-0.2622,-0.8269,0.3233,-0.3782,305.76,229.63,304.57,22.99
-0.1572,-0.8635,0.299,-0.3745,292.89,216.48,310.45,15.67
-0.0881,-0.8591,0.3331,-0.3784,287.48,210.02,307.57,9.92
-0.0633,-0.8393,0.2445,-0.4814,258.0,212.88,311.49,12.39
0.0944,-0.799,0.0932,-0.5865,214.56,171.94,352.63,10.3
0.2989,-0.7121,-0.001,-0.6352,230.58,91.91,63.15,6.2
0.3491,-0.6844,-0.0228,-0.6397,241.44,83.0,69.31,358.34
0.2797,-0.6962,-0.0055,-0.6611,226.89,85.58,71.58,2.34
0.2262,-0.6421,-0.044,-0.7312,226.41,64.2,100.68,1.25
0.1619,-0.6062,-0.1093,-0.7709,231.87,56.54,119.08,0.0
0.2039,-0.6542,-0.016,-0.7282,217.77,63.66,100.86,3.34
0.2386,-0.6708,-0.0347,-0.7014,224.86,75.15,87.94,2.84
0.2019,-0.5921,-0.1506,-0.7655,244.52,61.64,114.03,5.12
0.1795,-0.4663,-0.1177,-0.8582,261.41,34.51,140.15,358.04
0.1566,-0.3452,-0.0247,-0.925,281.77,11.44,156.7,0.37
0.1938,-0.281,0.0902,-0.9356,291.78,355.86,157.86,359.26
0.1517,-0.2323,0.1144,-0.9539,302.91,350.32,164.4,358.22
0.134,-0.1474,0.2257,-0.9536,320.04,335.42,168.39,4.63
0.0997,-0.0442,0.2985,-0.9482,343.51,325.74,170.54,4.45
0.0952,0.0766,0.3705,-0.9207,8.1,315.68,166.55,3.56
0.1129,0.2347,0.4534,-0.8524,34.64,300.1,154.87,6.67
0.0058,0.3786,0.5043,-0.7761,71.15,284.58,151.29,11.08
-0.0774,0.4966,0.5008,-0.7047,102.04,270.47,141.87,9.42
-0.1876,0.5711,0.4084,-0.6869,139.37,272.33,143.03,6.08
-0.3505,0.4299,0.2912,-0.7794,121.93,341.67,217.57,4.88
-0.3979,0.2295,0.1131,-0.881,59.27,358.9,228.32,3.61
-0.3876,0.1359,0.0747,-0.9087,35.5,358.17,225.92,358.1
-0.5729,-0.0201,-0.0561,-0.8175,348.86,3.96,249.86,358.58
-0.5964,-0.1558,-0.1915,-0.7638,304.39,6.93,254.25,354.91
-0.6144,-0.1955,-0.3367,-0.6863,274.0,17.67,256.66,350.82
-0.5406,-0.1577,-0.4712,-0.6789,267.31,42.83,238.0,349.02
-0.4244,-0.1247,-0.5048,-0.7413,284.34,54.45,219.59,347.31
-0.4048,-0.0793,-0.651,-0.6373,282.19,79.64,212.02,348.34
-0.5723,-0.1118,-0.6823,-0.4409,236.82,84.71,227.73,343.72
-0.623,-0.272,-0.6415,-0.3555,193.86,76.04,231.17,344.05
-0.6864,-0.3718,-0.5694,-0.2577,206.53,289.08,17.67,343.91
-0.7985,-0.2954,-0.4362,-0.2912,239.37,333.92,335.25,340.33
-0.8664,-0.1563,-0.4024,-0.251,258.26,353.74,330.67,340.21
-0.9142,-0.1075,-0.3519,-0.1699,274.33,353.97,341.31,342.61
-0.9595,-0.0372,-0.2347,-0.151,305.02,359.97,342.12,340.16
-0.9639,-0.1682,-0.1821,-0.0973,314.87,341.77,352.14,343.71
-0.9369,-0.317,-0.1401,-0.0463,326.05,322.59,0.12,342.29
-0.9473,-0.3107,-0.0739,-0.0241,342.17,323.69,0.01,339.87
-0.9398,-0.3319,-0.0641,0.0506,350.03,320.75,7.94,339.17
-0.9033,-0.4027,-0.1186,0.0887,343.57,310.86,14.98,337.43
-0.8524,-0.486,-0.1931,-0.0014,321.4,298.69,11.33,338.51
-0.7191,-0.4909,-0.4048,-0.2793,242.16,291.64,359.52,336.35
-0.7588,-0.1296,-0.5387,-0.3423,229.99,24.04,295.98,339.6
-0.7404,-0.1063,-0.5705,-0.3392,227.06,35.12,287.34,342.59
-0.6976,-0.222,-0.5778,-0.3608,209.8,24.65,286.23,343.21
-0.6682,-0.1805,-0.57,-0.4428,225.69,42.77,263.79,342.18
-0.6785,-0.0846,-0.5443,-0.486,249.66,46.49,263.48,343.89
-0.7646,-0.1369,-0.3985,-0.4878,264.04,15.55,287.98,341.64
-0.7494,-0.2678,-0.3957,-0.4583,246.03,355.93,299.32,342.18
-0.5733,-0.4359,-0.6125,-0.3259,198.94,217.68,76.88,338.65
-0.5613,-0.3763,-0.6277,-0.3865,190.89,138.57,156.07,334.66
-0.58,-0.2036,-0.4827,-0.6238,251.03,39.05,245.14,340.97
-0.5129,-0.0379,-0.2036,-0.8331,328.43,18.19,240.7,340.57
-0.4947,0.0866,-0.1168,-0.8568,3.77,16.61,240.28,344.57
-0.5346,-0.0397,-0.1771,-0.8254,330.46,14.98,243.91,349.54
-0.5121,-0.2461,-0.3515,-0.7441,266.86,23.22,238.97,345.6
-0.5203,-0.4302,-0.4795,-0.5607,202.19,27.9,242.61,342.42
-0.4607,-0.4538,-0.5273,-0.5512,199.14,78.86,190.17,337.08
-0.4389,-0.3888,-0.5027,-0.6352,221.48,57.13,208.08,338.33
-0.4481,-0.1517,-0.3358,-0.8145,293.54,29.43,228.67,335.24
-0.5365,-0.2044,0.0097,-0.8187,322.16,345.61,248.89,341.94
-0.5126,-0.2551,0.4747,-0.6684,16.76,295.07,249.64,347.39
-0.1174,0.0773,0.8225,-0.5511,32.32,247.66,180.13,346.98
-0.1135,0.1397,0.7487,-0.6381,40.76,260.17,176.06,353.2
-0.2418,0.2304,0.5057,-0.7954,75.35,298.89,191.05,351.91
-0.2836,0.3186,0.3446,-0.8363,93.49,324.74,201.83,350.17
-0.2125,0.4166,0.4022,-0.7871,111.52,305.84,179.94,346.88
0.0363,0.5882,0.4303,-0.6837,101.27,264.36,118.78,350.17
0.2836,0.8001,0.379,-0.3685,44.0,232.26,61.59,351.36
0.5173,0.7603,0.3594,-0.1584,344.95,245.28,45.77,354.12
0.6052,0.7052,0.3651,-0.0555,317.35,253.71,38.67,358.96
0.6166,0.6889,0.3689,0.095,288.26,254.14,28.86,358.19
0.6193,0.64,0.3981,0.2199,258.47,257.57,22.02,0.97
0.5986,0.6099,0.3753,0.3589,234.97,266.8,3.5,0.93
0.541,0.5954,0.3844,0.4528,214.47,269.12,353.76,2.54
0.5246,0.464,0.3943,0.5951,210.04,356.11,265.77,1.66
0.4827,0.2561,0.4093,0.7307,259.41,33.32,230.9,1.97
0.4423,0.2101,0.5403,0.6843,260.09,59.37,216.01,3.22
0.3666,0.2218,0.7997,0.4206,258.77,126.5,175.8,2.88
0.0214,0.1965,0.9737,0.1135,350.1,167.67,157.72,359.17
0.1168,0.184,0.9671,-0.1312,339.54,197.55,156.87,355.28
0.0524,0.2545,0.9047,-0.3375,8.84,219.74,150.18,351.9
-0.07,0.3526,0.7551,-0.5483,59.0,243.46,148.43,350.09
-0.0768,0.3811,0.5672,-0.7261,79.67,274.95,155.32,348.28
-0.1328,0.6126,0.4684,-0.6227,125.07,245.78,117.68,343.64
-0.0292,0.7352,0.3464,-0.582,122.32,228.31,80.14,343.87
0.066,0.6375,0.2318,-0.7318,128.95,280.66,114.47,345.6
0.0072,0.6233,0.1038,-0.775,149.44,319.87,147.78,344.68
-0.0986,0.6193,0.0989,-0.7727,155.1,351.81,187.96,342.7
-0.2764,0.4895,0.2155,-0.7985,128.52,350.24,212.04,341.03
-0.3451,0.3431,0.3412,-0.8042,103.88,329.6,211.37,340.79
-0.3917,0.1743,0.3807,-0.8193,71.46,323.12,218.84,342.71
-0.57,-0.0373,0.2267,-0.7888,23.03,335.9,249.24,342.78
-0.5492,-0.1332,0.1377,-0.8134,352.5,338.21,248.78,341.57
-0.4458,0.0037,0.2007,-0.8723,21.38,339.33,232.19,340.14
-0.6004,-0.0702,0.3066,-0.7352,30.73,326.28,253.79,340.8
-0.5678,0.1525,0.2127,-0.7805,57.31,349.57,249.4,343.37
-0.5301,0.2168,-0.1085,-0.8125,27.44,24.71,249.26,343.0
-0.5126,-0.0033,-0.3078,-0.8016,322.58,31.16,239.93,341.68
-0.4928,0.0203,-0.5369,-0.6845,299.82,60.76,233.59,335.91
-0.4249,0.0944,-0.6473,-0.6257,308.81,80.81,226.48,336.54
-0.3588,0.0795,-0.7173,-0.592,310.25,92.63,216.44,338.45
-0.2433,-0.037,-0.8127,-0.5281,308.48,111.07,192.62,337.83
-0.0258,0.0041,-0.8774,-0.4791,355.26,122.69,181.83,334.8
0.2615,0.1144,-0.7766,-0.5615,64.66,105.97,172.11,334.85
0.3945,0.146,-0.6568,-0.6259,89.0,82.37,154.95,335.84
0.3459,-0.0186,-0.6101,-0.7125,46.61,73.89,145.84,336.28
0.354,-0.2764,-0.5146,-0.7304,355.49,71.46,126.66,337.56
0.3921,-0.2002,-0.6399,-0.6298,28.92,84.03,129.23,336.64
0.4262,-0.1319,-0.7635,-0.4669,63.69,103.67,135.12,335.92
0.4311,-0.1865,-0.8077,-0.3562,68.62,116.96,132.56,333.14
0.4364,-0.1714,-0.8456,-0.2552,81.16,130.07,137.54,332.09
0.4645,-0.1717,-0.8369,-0.2334,88.41,129.88,135.3,332.03
0.4309,-0.1995,-0.8595,-0.1891,83.41,138.27,137.35,331.7
0.4128,-0.1959,-0.8763,-0.1529,83.14,144.95,141.13,332.91
0.3812,-0.2247,-0.8842,-0.1498,74.71,146.72,139.95,330.73
0.3586,-0.2092,-0.8999,-0.1334,72.26,151.11,144.22,331.63
0.3228,-0.2277,-0.9085,-0.1361,63.26,152.41,143.9,330.3
0.2415,-0.2833,-0.9084,-0.1903,38.65,149.24,139.99,331.36
0.1995,-0.2956,-0.8868,-0.2939,20.76,139.47,139.29,331.63
0.174,-0.3246,-0.8493,-0.3783,5.73,130.85,136.85,330.64
0.1731,-0.3314,-0.8059,-0.4592,357.09,121.24,136.11,330.95
0.192,-0.3157,-0.7865,-0.4948,358.82,115.89,136.63,332.87
0.2543,-0.2703,-0.8108,-0.4527,19.3,117.87,137.31,332.05
0.294,-0.2281,-0.8742,-0.312,43.64,132.94,141.16,331.18
0.3152,-0.1894,-0.908,-0.2006,59.53,146.14,147.19,331.43
0.3195,-0.1769,-0.9089,-0.2016,61.24,146.14,148.44,330.49
0.2548,-0.2386,-0.9015,-0.2559,39.42,141.74,143.45,330.04
0.2048,-0.2812,-0.8795,-0.3248,20.46,135.77,140.37,330.76
0.2118,-0.2777,-0.8648,-0.3606,19.12,131.25,140.05,330.54
0.2076,-0.2872,-0.8803,-0.3155,21.24,136.65,139.62,330.36
0.1209,-0.3395,-0.8763,-0.3198,359.4,140.01,137.75,330.19
0.0526,-0.3766,-0.8533,-0.3569,339.36,138.76,136.26,330.34
0.0477,-0.3967,-0.8502,-0.3429,337.99,140.76,133.91,330.61
0.0601,-0.4152,-0.85,-0.3187,341.3,143.16,131.05,329.07
0.0321,-0.4323,-0.8457,-0.3113,335.18,145.42,129.72,330.81
0.027,-0.4325,-0.838,-0.3316,332.05,143.36,130.06,327.62
-0.0517,-0.4799,-0.8142,-0.3226,313.62,148.83,125.53,328.43
-0.2622,-0.6186,-0.6384,-0.3754,253.87,165.06,99.29,329.77
-0.4428,-0.5725,-0.4147,-0.5515,185.7,270.59,344.1,328.19
-0.591,-0.4154,-0.211,-0.6585,254.41,339.36,274.15,329.14
-0.6897,-0.2071,-0.083,-0.6888,312.87,349.23,272.33,331.41
-0.7503,-0.0805,-0.0199,-0.6559,344.43,354.51,278.06,336.14
-0.784,-0.0197,0.0116,-0.6203,359.29,357.4,283.31,336.56
-0.8081,0.0624,0.0216,-0.5853,12.4,4.36,288.4,337.46
-0.8299,0.1005,0.0321,-0.5478,18.81,7.67,293.78,338.05
-0.8372,0.0913,0.0588,-0.536,22.65,5.26,295.27,338.38
-0.8508,0.0738,0.0398,-0.5188,16.59,4.89,297.6,339.09
-0.8888,0.0744,0.0041,-0.4522,8.56,7.41,306.34,339.9
-0.9278,0.1073,-0.1009,-0.3428,346.96,15.67,318.54,339.7
-0.935,0.1318,-0.1815,-0.2748,329.04,21.06,324.34,340.23
-0.9511,0.1409,-0.1532,-0.2281,333.73,20.3,330.67,341.68
-0.9406,0.2453,-0.1549,-0.1761,336.34,31.82,335.41,340.91
-0.9175,0.3508,-0.1703,-0.0784,330.15,43.93,344.18,341.15
-0.8939,0.4224,-0.1493,-0.0123,330.26,51.74,351.18,344.13
-0.8268,0.5138,-0.2268,-0.0296,319.68,66.85,342.52,344.23
-0.6872,0.6694,-0.2747,-0.0645,326.14,92.83,331.5,347.37
-0.6327,0.7416,-0.2207,-0.0323,333.25,101.71,337.76,346.57
-0.6022,0.775,-0.1872,0.0416,326.3,106.47,345.48,348.9
-0.5696,0.8097,-0.1109,0.088,328.8,110.4,355.27,348.15
-0.548,0.8171,-0.0637,0.1672,319.88,111.45,4.83,350.27
-0.5461,0.8112,0.006,0.2091,321.13,109.59,14.62,352.37
-0.635,0.7466,0.0623,0.1884,336.68,97.19,19.83,350.62
-0.7782,0.5839,0.1118,0.2025,352.84,72.92,26.52,354.44
-0.8892,0.3766,0.1851,0.1822,22.14,48.69,28.17,348.13
-0.9195,0.2546,0.2593,0.1501,47.21,36.57,26.44,349.24
-0.9314,0.1101,0.328,0.1131,71.77,20.16,20.43,346.46
-0.9249,-0.1125,0.3575,0.0642,85.02,347.3,2.98,345.7
-0.8867,-0.2848,0.3638,-0.0171,78.91,317.92,342.09,342.91
-0.8371,-0.3636,0.4053,-0.0536,79.51,301.98,330.0,343.19
-0.7805,-0.4349,0.4437,-0.0701,78.33,287.11,320.29,343.64
-0.6962,-0.536,0.4626,-0.1184,62.28,269.83,309.47,340.9
-0.5305,-0.606,0.5602,-0.1936,42.16,247.16,288.58,338.96
-0.4031,-0.5751,0.6429,-0.3055,19.22,240.32,269.22,337.37
-0.2414,-0.5729,0.6514,-0.435,338.81,239.08,256.64,336.52
-0.0285,-0.5458,0.625,-0.5574,290.11,242.62,240.58,334.46
0.125,-0.4392,0.5884,-0.6673,265.67,263.39,210.98,330.78
0.3136,-0.365,0.5423,-0.6888,245.11,285.69,176.15,332.35
0.4709,-0.3669,0.5071,-0.6216,221.93,307.21,143.4,329.38
0.561,-0.3764,0.4917,-0.5494,210.28,333.17,109.5,327.19
0.6669,-0.415,0.4327,-0.4424,218.4,31.27,44.62,325.68
0.7343,-0.4656,0.3436,-0.3549,246.75,53.1,21.45,324.3
0.7418,-0.5322,0.2586,-0.3156,267.96,64.42,16.13,325.18
0.6581,-0.666,0.2166,-0.2765,278.41,88.55,5.73,324.21
0.5633,-0.7649,0.1582,-0.2696,287.6,105.83,4.38,325.37
0.4737,-0.8197,0.0985,-0.3065,286.85,116.89,9.24,323.72
0.3251,-0.8501,0.089,-0.4045,263.56,133.82,9.65,324.86
0.1624,-0.8582,0.1447,-0.465,244.63,164.36,349.51,327.37
0.0278,-0.8453,0.2345,-0.4793,249.15,198.26,319.33,330.93
-0.0477,-0.887,0.2446,-0.3888,276.41,201.63,320.82,333.16
-0.1738,-0.8883,0.1506,-0.3975,278.33,214.5,327.57,333.89
-0.3119,-0.8289,0.0589,-0.4606,266.75,236.3,325.91,332.17
-0.4552,-0.6875,-0.0906,-0.5585,243.49,274.18,313.13,334.06
-0.6411,-0.4585,-0.2615,-0.5572,244.4,326.2,297.05,335.94
-0.8361,-0.0856,-0.424,-0.3373,259.87,12.87,310.03,341.57
-0.8271,0.2709,-0.4746,-0.1315,268.91,54.9,317.33,343.98
-0.7924,0.3947,-0.4551,-0.0961,279.61,68.96,317.95,347.11
-0.8108,0.3689,-0.4342,-0.1342,285.53,63.85,317.5,348.2
-0.7869,0.34,-0.4796,-0.1875,282.31,66.64,307.09,349.34
-0.7907,0.3495,-0.4356,-0.2507,298.18,64.0,305.21,347.8
-0.8092,0.4054,-0.3356,-0.2612,321.31,61.79,312.57,346.92
-0.7897,0.505,-0.1874,-0.2935,0.04,65.18,319.24,349.52
-0.8936,0.3828,0.0481,-0.2295,30.34,43.31,337.24,350.92
-0.9088,0.3574,0.1174,-0.1802,40.02,40.27,344.97,351.18
-0.8702,0.459,0.085,-0.1577,34.05,53.85,348.15,351.82
-0.8541,0.438,0.0493,-0.2763,38.08,49.69,333.03,354.44
-0.8668,0.2958,-0.0416,-0.3993,18.9,33.61,313.39,351.61
-0.934,0.0943,-0.114,-0.3253,342.55,14.67,320.47,349.88
-0.9203,0.0738,-0.1033,-0.37,344.42,12.38,315.35,347.25
-0.8828,0.1191,-0.0655,-0.4496,359.02,15.62,305.96,346.96
-0.8596,0.1779,-0.0541,-0.4759,8.76,21.0,302.87,349.46
-0.8378,0.3282,-0.0947,-0.426,13.89,39.44,308.59,347.26
-0.6872,0.5581,-0.1507,-0.4399,32.99,69.77,306.29,349.7
-0.5188,0.7024,-0.2449,-0.4213,39.48,96.5,303.9,352.45
-0.4103,0.7498,-0.3638,-0.3703,29.75,113.74,298.49,352.6
-0.3789,0.7145,-0.458,-0.369,20.77,116.62,288.26,351.92
-0.4898,0.5818,-0.5093,-0.4027,356.52,101.29,279.03,350.67
-0.5634,0.4832,-0.5541,-0.3769,329.85,94.81,276.05,349.62
-0.5951,0.4272,-0.5732,-0.3671,316.73,91.36,274.52,349.09
-0.6411,0.383,-0.5729,-0.3379,303.2,86.72,277.53,350.82
-0.7176,0.3587,-0.5443,-0.245,285.47,79.13,291.17,349.13
-0.7712,0.3598,-0.5059,-0.1413,274.53,71.81,307.61,346.01
-0.7771,0.3721,-0.5046,-0.055,263.96,71.36,316.43,347.23
-0.7835,0.3476,-0.5143,0.026,249.02,66.13,325.99,346.34
-0.8186,0.3095,-0.4727,0.103,246.2,48.55,346.89,348.82
-0.8406,0.311,-0.4103,0.1686,254.77,39.29,2.67,346.46
-0.8419,0.3568,-0.3379,0.2228,266.55,41.06,11.27,348.93
-0.8298,0.4031,-0.2752,0.2704,275.13,44.81,17.91,348.22
-0.818,0.43,-0.2264,0.3078,281.14,46.91,23.56,347.38
-0.8098,0.4264,-0.1873,0.3569,285.15,44.52,31.79,348.93
-0.8027,0.422,-0.1645,0.388,287.45,42.99,36.9,348.29
-0.8043,0.4222,-0.1284,0.3978,294.29,43.39,39.26,348.46
-0.821,0.3869,-0.0784,0.4124,306.8,39.66,43.59,351.1
-0.8443,0.3374,-0.0042,0.4163,326.52,36.24,46.98,351.05
-0.8512,0.307,0.0639,0.421,342.79,35.66,49.86,347.38
-0.8369,0.3029,0.1027,0.4442,348.84,36.95,54.05,348.59
-0.8202,0.2888,0.1493,0.4708,356.9,37.92,59.18,347.64
-0.8069,0.2558,0.1824,0.5002,4.4,36.56,64.32,349.2
-0.7945,0.1922,0.2052,0.5382,13.7,32.01,70.19,349.71
-0.758,0.0731,0.2377,0.603,31.59,24.4,80.44,349.7
-0.6757,-0.0193,0.3371,0.6553,57.48,28.3,95.63,348.17
-0.5646,-0.1103,0.3824,0.7231,72.5,32.09,114.78,351.05
-0.3949,-0.2632,0.3954,0.7864,93.14,37.03,143.07,347.51
-0.1587,-0.3368,0.3664,0.8527,87.36,45.75,178.11,349.4
0.0712,-0.3418,0.3777,0.8576,64.34,55.37,206.69,350.01
0.2466,-0.3462,0.3983,0.8128,42.97,61.57,226.66,350.13
0.3616,-0.3578,0.4253,0.7486,26.37,66.88,240.3,350.67
0.4573,-0.3373,0.445,0.6921,6.86,67.85,249.22,352.9
0.5109,-0.2815,0.4827,0.6533,345.6,67.75,251.21,349.64
0.5172,-0.2467,0.5141,0.6382,334.94,69.0,249.41,348.76
0.5386,-0.1828,0.5098,0.6454,323.5,64.2,248.19,348.72
0.5696,-0.0913,0.501,0.6451,306.13,57.33,247.97,350.06
0.618,-0.0184,0.4412,0.6504,297.14,44.37,253.98,348.22
0.6414,-0.0168,0.3727,0.6704,305.79,35.84,258.55,347.88
0.648,-0.035,0.3288,0.6861,315.57,32.43,260.2,350.83
0.6797,-0.0549,0.3421,0.6465,313.58,34.23,265.64,348.22
0.7314,-0.1229,0.35,0.5723,316.41,38.69,276.18,350.04
0.8054,-0.2392,0.2207,0.4954,346.39,37.46,294.5,349.91
0.8591,-0.4065,-0.0697,0.303,42.95,44.85,330.1,352.53
0.8367,-0.4812,-0.2211,0.1397,60.59,59.43,358.61,354.08
0.7655,-0.4875,-0.4184,0.0353,84.91,76.31,28.67,356.8
0.7338,-0.4714,-0.4875,-0.0403,85.28,83.74,44.85,359.64
0.7162,-0.4652,-0.5046,-0.1265,74.48,85.82,54.81,0.73
0.6805,-0.4766,-0.5152,-0.2105,60.07,89.02,63.93,0.18
0.6598,-0.4968,-0.4951,-0.2697,45.34,89.0,66.75,0.0
0.6664,-0.4921,-0.487,-0.2768,44.25,87.44,66.3,2.33
0.6752,-0.4769,-0.506,-0.2464,53.27,87.88,65.79,0.73
0.6679,-0.4735,-0.533,-0.2135,61.29,91.11,66.67,1.25
0.6779,-0.5012,-0.4782,-0.2462,47.36,87.47,62.59,3.04
0.6874,-0.5117,-0.4188,-0.3004,31.13,82.51,60.88,2.17
0.7132,-0.4643,-0.4159,-0.3207,34.38,76.5,62.01,2.2
0.7236,-0.4203,-0.4213,-0.3496,36.81,72.09,65.03,1.25
0.7135,-0.4066,-0.4195,-0.3869,32.99,70.66,68.68,3.04
0.7205,-0.3851,-0.4083,-0.4074,31.87,67.37,69.63,2.3
0.7173,-0.3729,-0.4089,-0.4233,31.44,66.27,71.39,1.93
0.7163,-0.3667,-0.4075,-0.4317,30.99,65.54,72.17,2.62
0.7182,-0.3681,-0.4034,-0.4313,30.37,65.28,71.73,3.21
0.7175,-0.3693,-0.411,-0.4241,32.11,66.1,71.66,3.68
0.7182,-0.363,-0.4128,-0.4266,32.9,65.64,72.08,2.68
0.7225,-0.3502,-0.403,-0.4392,31.89,63.44,72.49,2.37
0.7254,-0.3394,-0.3826,-0.4606,28.07,60.56,73.05,1.4
0.7147,-0.3542,-0.3366,-0.5005,14.53,58.21,74.06,2.33
0.6533,-0.4187,-0.2559,-0.5765,342.93,58.38,78.08,2.47
0.5737,-0.4719,-0.1044,-0.6613,299.43,51.9,83.11,4.13
0.4677,-0.5315,-0.0064,-0.7062,263.73,49.32,89.79,6.65
0.3454,-0.574,0.1091,-0.7343,226.6,36.7,104.99,6.8
0.2838,-0.5691,0.1018,-0.765,223.58,26.77,120.98,9.43
0.2914,-0.5038,-0.0614,-0.8109,257.26,39.05,121.11,8.99
0.2625,-0.5115,-0.2253,-0.7866,273.31,58.93,117.79,9.63
0.1572,-0.5269,-0.2648,-0.7922,262.57,62.51,126.82,8.46
0.0934,-0.5436,-0.3005,-0.7781,255.66,68.14,129.67,8.77
0.0326,-0.5428,-0.2482,-0.8017,242.68,56.44,141.78,8.77
-0.0089,-0.5396,-0.2298,-0.8099,237.16,49.28,150.78,10.93
-0.0268,-0.5351,-0.2562,-0.8046,237.97,52.33,151.52,11.0
-0.0484,-0.5235,-0.2981,-0.7967,240.69,57.13,152.28,10.29
-0.0754,-0.4951,-0.3033,-0.8107,243.91,52.01,160.34,10.43
-0.1038,-0.4888,-0.3051,-0.8107,242.29,49.49,165.44,10.08
-0.1509,-0.5042,-0.3278,-0.7846,234.23,52.62,168.13,10.92
-0.1759,-0.4975,-0.3226,-0.7858,232.89,48.2,174.26,10.03
-0.1876,-0.5041,-0.3029,-0.7867,229.86,43.01,178.61,11.35
-0.192,-0.5123,-0.3048,-0.7796,227.34,43.91,178.16,9.87
-0.1842,-0.5003,-0.3131,-0.786,231.22,45.43,176.84,12.43
-0.1801,-0.5083,-0.3109,-0.7827,229.65,46.31,175.33,10.6
-0.1922,-0.5213,-0.3194,-0.7676,225.22,48.96,174.34,12.02
-0.2013,-0.5291,-0.3242,-0.7579,222.32,50.47,173.95,11.86
-0.2231,-0.5247,-0.2923,-0.7678,221.18,37.64,185.85,10.55
-0.2549,-0.5231,-0.2414,-0.7766,221.37,17.85,203.95,9.7
-0.295,-0.5456,-0.1565,-0.7687,222.8,347.12,230.8,11.67
-0.3418,-0.599,-0.0568,-0.7219,230.71,310.12,263.47,11.88
-0.3571,-0.6585,-0.0721,-0.6586,226.5,288.07,288.03,14.22
-0.3234,-0.8211,-0.1787,-0.4351,247.78,222.34,1.24,13.76
-0.2612,-0.8826,-0.288,-0.2643,283.8,203.1,28.07,13.13
-0.1551,-0.8314,-0.4421,-0.2987,281.33,179.54,56.17,13.45
-0.0479,-0.7549,-0.5805,-0.3014,298.58,161.16,80.34,10.56
-0.0099,-0.7229,-0.6344,-0.2735,311.84,158.62,87.15,11.63
-0.0448,-0.6983,-0.6547,-0.2859,305.49,159.47,91.33,8.47
-0.1581,-0.6944,-0.6716,-0.2045,300.49,176.36,89.05,9.07
-0.2328,-0.693,-0.6656,-0.1501,297.61,188.25,85.38,10.61
-0.2347,-0.6856,-0.6704,-0.1595,295.53,187.32,86.6,12.27
-0.2808,-0.6983,-0.6531,-0.0836,302.18,198.86,81.27,10.07
-0.2375,-0.7129,-0.6475,-0.1267,301.55,191.53,81.48,11.53
-0.1748,-0.7249,-0.6399,-0.186,300.88,181.01,82.6,10.44
-0.157,-0.7351,-0.6399,-0.1598,308.33,181.67,81.7,8.24
-0.1793,-0.7332,-0.6281,-0.1891,299.66,181.68,80.72,8.94
-0.201,-0.7264,-0.6215,-0.2137,291.84,181.82,80.54,10.85
-0.2363,-0.734,-0.6039,-0.2018,288.87,187.28,76.55,12.22
-0.3392,-0.7453,-0.5399,-0.1947,277.93,203.05,63.11,10.0
-0.4026,-0.7625,-0.4596,-0.2128,272.02,215.57,47.39,11.79
-0.4454,-0.7627,-0.4061,-0.2347,267.94,224.74,36.24,11.94
-0.4494,-0.7642,-0.3785,-0.266,263.36,226.89,30.69,12.82
-0.4568,-0.7632,-0.3544,-0.2887,260.3,229.83,25.45,13.93
-0.4758,-0.7619,-0.3238,-0.297,260.93,235.17,18.95,13.15
-0.4791,-0.7533,-0.3177,-0.3196,256.39,237.02,16.18,15.03
-0.4822,-0.7383,-0.3244,-0.3423,250.17,238.47,15.0,12.27
-0.4941,-0.7219,-0.3341,-0.3508,246.41,240.99,14.35,13.01
-0.5198,-0.7209,-0.307,-0.3404,251.81,247.14,8.7,11.27
-0.5509,-0.7282,-0.2617,-0.3126,263.91,252.81,3.15,13.59
-0.5581,-0.734,-0.246,-0.2987,269.01,253.54,2.27,12.69
-0.5499,-0.7378,-0.2636,-0.2894,268.39,250.93,5.82,12.39
-0.5547,-0.7241,-0.3008,-0.2783,265.07,250.13,10.82,13.25
-0.5848,-0.7013,-0.3176,-0.2554,266.27,254.26,12.39,12.53
-0.6001,-0.6732,-0.3469,-0.2575,260.53,256.85,14.15,13.93
-0.6067,-0.6514,-0.376,-0.2573,255.36,257.59,16.89,12.14
-0.6336,-0.6165,-0.3829,-0.2679,250.7,264.69,13.25,12.34
-0.6413,-0.5702,-0.4045,-0.3161,236.87,272.69,6.75,11.64
-0.6228,-0.5535,-0.436,-0.3402,226.25,271.05,8.61,13.24
-0.6282,-0.5598,-0.4274,-0.3306,229.77,271.08,8.63,14.68
-0.6417,-0.5567,-0.4026,-0.3408,232.66,277.26,1.39,14.44
-0.5545,-0.6277,-0.4337,-0.3323,232.16,248.06,23.59,13.17
-0.4558,-0.7331,-0.4316,-0.2619,257.96,224.67,38.8,14.34
-0.3851,-0.8184,-0.3891,-0.175,288.25,217.57,38.28,9.39
